Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive
29,95,1,0,1,9,88,1,1,0,1,2,0,2,0,0,0,1,72,False,True,False
23,91,2,0,1,7,97,0,1,2,0,1,0,3,0,1,1,0,71,False,True,False
12,74,2,1,0,7,73,1,1,1,0,1,0,5,0,0,-1,0,64,False,True,False
22,89,1,1,1,7,54,1,1,1,2,1,0,3,0,0,0,1,69,False,False,True
7,64,2,2,0,6,81,1,1,2,0,0,1,3,0,2,1,1,62,False,False,True
24,92,1,1,1,5,55,1,0,1,1,1,0,4,0,1,0,0,69,False,True,False
25,81,2,0,1,9,81,0,1,2,0,1,0,3,0,0,0,0,68,False,True,False
16,72,2,1,1,9,76,2,1,6,0,0,0,3,0,0,0,0,67,True,False,False
21,86,1,1,1,9,86,2,1,2,1,1,0,3,0,2,0,0,71,False,True,False
32,86,1,1,1,5,68,0,1,1,1,1,0,4,0,0,1,0,70,True,False,False
17,68,2,1,0,9,57,1,1,2,1,0,0,3,0,0,1,0,63,False,True,False
14,61,0,2,0,10,62,1,1,0,2,1,0,4,0,1,1,1,60,True,False,False
29,77,1,1,0,9,84,1,1,0,0,2,0,3,0,1,0,1,69,False,True,False
32,83,1,1,1,9,74,1,1,3,0,1,0,3,0,1,1,0,71,False,True,False
20,95,0,0,1,8,77,1,1,1,2,2,0,2,0,0,0,0,69,False,False,True
26,97,2,0,1,6,66,1,1,2,1,1,0,1,0,1,0,1,73,False,False,True
28,81,1,2,1,8,92,1,1,1,2,1,0,3,0,1,0,1,73,False,False,True
16,90,1,1,0,5,100,1,1,1,0,1,0,3,0,0,1,1,68,False,False,True
17,78,2,1,1,6,66,1,1,2,0,1,0,4,0,1,1,0,67,False,False,True
27,90,1,2,0,7,86,2,1,2,1,1,0,3,0,1,1,0,74,False,False,True
30,68,1,2,0,7,59,1,1,3,0,1,0,3,0,1,1,0,68,False,False,True
23,75,2,1,0,8,87,0,1,1,1,2,0,2,0,1,0,1,69,False,False,True
15,85,2,1,0,4,72,1,1,4,0,2,1,4,0,1,0,0,69,False,True,False
32,61,2,2,1,7,80,1,1,0,0,1,0,4,1,1,1,1,68,False,False,True
17,89,0,2,0,8,62,1,1,1,0,2,0,1,0,0,1,0,66,False,False,True
18,93,0,0,1,8,93,1,1,3,0,2,0,3,0,2,1,0,69,True,False,False
22,76,1,1,1,8,59,1,1,1,0,1,0,2,0,1,0,1,66,False,False,True
29,78,0,1,1,7,96,2,1,5,0,1,0,4,0,1,1,0,72,False,False,True
25,94,1,0,1,6,53,0,1,1,1,1,0,3,0,-1,0,1,69,True,False,False
22,91,1,1,1,8,64,1,1,1,0,2,0,3,1,0,1,0,68,False,False,True
23,72,1,1,1,7,78,1,1,1,0,1,1,3,0,0,0,0,66,False,True,False
20,73,1,0,1,8,93,2,1,1,0,2,0,4,0,0,2,0,65,True,False,False
23,87,1,1,0,8,79,2,1,2,0,2,0,2,0,2,0,0,71,False,True,False
5,83,1,1,1,7,61,1,1,2,0,1,0,4,0,0,1,0,61,True,False,False
18,66,0,1,1,6,93,1,1,1,0,1,0,3,1,1,0,1,63,False,True,False
21,72,1,2,1,9,80,0,1,1,1,1,0,3,0,0,0,1,66,False,True,False
13,96,1,2,0,8,62,1,1,0,2,1,1,2,0,2,0,0,69,False,True,False
22,88,2,2,1,10,78,1,1,0,1,2,1,2,0,0,1,0,71,False,False,True
19,99,2,1,1,8,84,2,1,0,2,1,0,4,0,0,0,1,73,False,False,True
31,91,2,1,1,8,84,0,1,2,0,1,0,2,0,0,0,0,72,True,False,False
29,98,1,2,0,5,86,0,1,2,1,1,1,4,0,0,2,0,73,True,False,False
17,69,0,2,1,7,95,1,1,1,0,2,1,2,0,0,1,0,65,False,False,True
19,91,0,2,1,7,91,1,1,1,2,2,0,3,0,0,0,1,71,False,True,False
20,61,2,1,1,8,80,1,1,1,0,2,0,3,0,0,0,0,65,False,False,True
17,87,1,1,0,8,52,0,1,1,1,1,0,5,0,1,0,0,67,False,False,True
21,79,1,2,1,8,87,1,1,1,0,2,0,2,0,2,1,0,69,False,True,False
15,74,0,2,0,10,99,0,0,0,0,1,1,3,0,1,1,0,63,False,True,False
13,94,0,2,1,6,65,2,1,2,1,1,0,2,0,2,1,0,68,False,True,False
24,94,2,0,1,8,80,2,0,1,0,1,0,4,0,0,0,1,70,False,True,False
24,61,1,1,1,8,88,0,1,1,0,1,1,4,0,0,1,1,64,False,False,True
15,84,1,1,0,10,82,1,1,1,2,0,1,2,1,0,0,0,64,True,False,False
25,75,0,2,1,8,96,2,1,1,0,1,1,0,0,1,0,0,68,False,True,False
16,77,1,2,1,8,74,1,1,0,2,0,1,2,0,1,1,1,65,False,True,False
22,93,2,1,0,8,77,1,1,0,2,1,0,1,0,0,-1,1,70,False,True,False
25,72,1,1,1,8,52,0,1,0,1,1,1,2,0,2,0,0,66,False,False,True
20,98,2,0,1,9,95,0,1,1,0,1,0,2,0,0,1,1,70,False,False,True
23,67,1,1,1,6,63,2,1,3,0,2,1,3,0,0,0,0,66,False,True,False
17,87,1,1,0,6,99,1,1,2,0,1,1,2,0,2,0,0,69,False,True,False
19,87,2,2,0,10,60,2,1,2,1,0,1,3,0,0,1,0,69,False,False,True
19,70,2,2,0,4,63,1,1,1,0,1,1,3,0,1,2,1,64,False,True,False
16,73,1,1,1,7,74,0,1,1,0,2,0,3,0,0,1,0,64,False,False,True
19,93,0,1,1,7,83,1,1,1,1,1,0,3,0,0,0,1,69,False,False,True
11,90,1,1,1,7,72,2,1,3,1,1,0,3,0,0,0,1,67,True,False,False
17,73,0,1,1,9,68,0,1,2,1,1,0,3,1,1,0,1,63,False,False,True
18,81,0,2,1,8,77,0,1,1,1,2,0,3,0,1,1,0,67,False,False,True
18,62,1,2,0,6,98,0,1,3,1,1,1,1,0,1,0,0,65,False,True,False
19,68,1,1,1,6,98,0,1,2,0,1,0,1,0,0,1,1,64,False,False,True
20,79,2,1,0,7,66,0,1,3,2,1,0,3,0,1,0,1,68,True,False,False
23,63,0,1,1,9,84,2,1,0,2,1,0,3,0,0,0,1,64,False,True,False
25,94,2,1,0,7,86,0,0,2,0,1,1,4,0,1,1,0,70,True,False,False
16,89,2,1,1,7,83,2,1,0,0,2,0,4,0,2,1,0,70,False,False,True
13,98,2,0,1,6,56,1,1,1,2,0,0,3,0,1,1,1,67,True,False,False
14,88,2,2,1,8,77,1,1,2,1,1,0,3,0,1,2,0,69,False,False,True
17,98,2,1,0,7,88,1,1,2,0,2,1,4,0,0,2,0,70,True,False,False
18,82,2,2,0,6,60,1,1,5,1,2,0,3,0,1,-1,0,69,True,False,False
15,84,1,0,1,9,67,1,1,1,1,2,1,3,0,1,1,0,65,True,False,False
12,99,1,2,1,10,60,1,1,0,0,0,0,1,0,0,1,0,66,True,False,False
17,86,2,2,1,7,94,1,1,2,1,1,0,3,0,0,1,0,70,False,True,False
21,61,1,0,1,7,93,0,1,1,0,2,1,5,0,0,0,0,63,True,False,False
24,89,0,1,0,5,58,1,1,3,2,-1,0,3,0,0,0,1,69,False,False,True
17,96,2,2,1,8,88,1,1,4,0,0,1,4,0,2,0,0,74,False,False,True
18,92,1,1,1,8,68,0,1,2,2,2,1,3,0,0,0,0,70,False,False,True
14,83,2,1,0,7,84,1,1,1,0,1,0,3,0,0,0,1,66,False,True,False
20,87,0,2,1,6,75,1,1,0,0,1,0,3,1,2,0,0,68,False,False,True
15,100,1,0,0,10,74,1,1,2,1,1,0,5,0,0,2,0,67,True,False,False
23,64,1,1,1,8,94,0,1,2,1,1,1,5,0,0,1,1,66,False,False,True
9,87,2,1,0,6,82,1,1,0,0,1,0,3,0,1,0,1,65,True,False,False
18,71,0,1,1,8,62,1,1,3,2,2,0,2,0,1,0,0,66,False,False,True
22,86,2,1,1,7,56,1,1,1,2,1,1,4,0,0,1,0,69,False,False,True
21,84,0,1,0,7,97,1,1,2,0,0,0,4,0,0,1,1,67,False,True,False
36,66,0,2,1,8,58,2,1,1,1,1,0,3,0,1,2,0,69,False,False,True
22,68,1,1,0,4,87,2,1,2,1,1,0,3,0,2,2,1,66,False,True,False
14,85,1,1,0,4,75,2,1,2,2,1,0,1,1,0,2,1,64,True,False,False
19,65,1,1,0,9,57,0,1,1,1,1,0,2,1,0,0,1,61,False,False,True
9,71,0,2,1,7,89,1,1,0,0,1,0,2,0,0,0,0,61,True,False,False
20,93,1,1,1,6,95,0,1,1,1,2,0,4,0,1,1,0,70,True,False,False
15,73,1,2,0,5,56,1,1,1,1,1,0,2,0,2,0,1,65,False,False,True
25,80,2,0,0,7,53,1,1,1,1,1,1,3,0,1,1,0,67,False,True,False
17,98,0,1,0,7,92,1,1,0,2,1,1,0,0,1,0,0,69,False,False,True
19,69,1,0,1,9,75,1,1,2,1,0,0,5,0,0,1,1,63,True,False,False
16,76,1,1,0,8,84,2,1,1,2,2,0,4,0,0,0,0,66,False,True,False
30,84,2,1,1,7,72,1,1,3,1,1,0,2,0,0,0,0,73,False,False,True
18,90,2,2,0,8,71,2,0,0,0,1,0,3,0,0,0,1,68,False,True,False
31,96,2,2,1,9,65,2,1,0,0,1,1,2,0,0,2,0,74,False,False,True
25,97,0,1,1,8,78,1,1,0,1,1,0,3,0,0,0,0,70,False,True,False
23,91,2,0,1,8,58,1,1,0,1,1,0,2,0,0,2,0,68,False,False,True
22,69,2,2,0,7,86,0,1,1,2,1,0,4,1,0,1,1,67,False,False,True
22,61,2,1,0,6,77,0,1,1,1,1,0,4,0,2,1,0,65,False,False,True
8,75,1,1,0,5,92,1,1,5,2,2,0,4,0,0,1,0,66,False,False,True
18,66,2,1,1,5,96,1,1,0,0,1,0,5,0,0,1,1,64,False,True,False
25,88,1,1,1,8,95,0,1,1,2,2,0,4,0,0,0,1,72,False,True,False
20,86,1,1,1,8,80,2,1,2,1,1,0,2,0,1,0,0,70,False,True,False
12,62,1,1,1,9,66,1,1,1,0,1,1,2,0,1,1,1,60,False,True,False
20,93,1,1,1,8,68,1,1,1,0,0,0,3,0,0,1,0,68,False,True,False
30,70,1,2,1,9,83,1,1,1,2,1,1,2,0,2,0,1,71,False,True,False
27,77,1,1,1,7,86,0,1,1,2,1,0,3,0,0,1,0,68,False,True,False
20,87,2,1,1,8,58,0,1,2,0,1,0,2,1,2,0,0,67,True,False,False
26,77,1,1,1,5,100,0,1,1,0,2,1,5,0,0,0,1,70,False,False,True
18,78,1,2,0,7,55,2,1,0,2,1,0,3,0,0,0,0,65,True,False,False
10,63,1,1,0,4,80,1,1,0,0,1,0,3,0,1,0,0,60,False,False,True
14,76,2,0,0,7,77,0,0,2,2,1,0,4,0,1,0,0,65,False,False,True
29,91,1,1,0,9,80,0,1,0,0,2,0,4,0,0,0,1,70,True,False,False
18,97,0,0,1,7,77,1,1,4,0,0,1,4,0,2,0,0,69,False,True,False
19,77,2,0,0,8,53,1,1,1,0,1,1,3,0,0,0,0,64,False,False,True
18,77,0,1,0,7,100,1,1,2,2,2,1,3,1,0,0,0,67,False,False,True
31,88,0,1,1,6,99,0,1,2,2,0,0,3,0,2,0,0,73,True,False,False
30,98,1,2,0,7,76,2,1,1,0,1,0,3,0,1,0,0,74,False,True,False
33,71,1,0,1,9,60,1,1,0,1,1,0,4,1,0,0,0,67,False,False,True
19,78,0,2,1,8,59,1,1,2,2,1,0,1,0,0,0,0,66,False,False,True
22,92,1,1,0,6,53,1,1,4,2,1,0,4,1,0,0,0,69,False,True,False
11,84,2,1,0,5,81,0,1,1,0,1,1,3,0,0,1,1,64,True,False,False
29,64,1,2,1,7,74,1,1,0,2,1,0,2,0,2,0,1,69,False,False,True
13,85,0,2,1,6,71,1,1,1,0,1,0,3,0,0,0,1,66,False,False,True
21,67,2,1,1,7,76,1,1,1,1,2,1,2,1,0,0,0,65,False,True,False
13,80,1,1,1,5,94,2,1,1,1,1,1,3,0,0,0,1,67,False,False,True
16,81,1,2,0,9,54,1,1,3,1,2,0,3,0,2,1,0,67,True,False,False
15,95,1,1,0,7,77,2,1,0,0,1,1,3,0,0,0,1,68,False,True,False
16,78,1,0,0,7,85,1,1,4,1,1,0,2,1,0,0,0,65,False,True,False
17,71,1,0,1,6,99,0,1,4,1,1,0,3,1,2,0,0,66,False,False,True
17,69,2,1,1,7,87,0,1,2,0,1,0,3,0,1,0,0,65,False,True,False
25,95,1,1,1,7,77,2,0,0,0,2,0,3,0,2,0,0,71,False,True,False
13,67,1,2,1,6,88,1,1,0,0,1,0,3,0,1,1,1,63,False,True,False
21,77,2,0,1,7,100,0,1,2,2,2,0,4,0,1,0,1,70,False,False,True
27,67,2,2,1,9,94,2,1,0,2,0,0,2,0,1,0,1,70,False,False,True
17,91,0,1,1,4,54,2,1,3,0,1,0,4,0,1,1,1,67,False,True,False
16,79,2,1,1,7,79,2,1,2,2,2,0,2,0,0,1,0,68,False,False,True
19,74,1,0,1,6,89,1,0,0,2,1,0,2,0,0,1,0,63,False,True,False
27,74,1,2,1,9,84,0,1,3,2,1,1,3,0,1,0,1,70,True,False,False
21,94,1,1,0,7,71,0,0,1,0,2,1,2,0,2,0,0,69,False,True,False
17,82,1,1,1,5,66,1,1,1,1,0,0,3,0,0,0,1,66,False,False,True
23,89,0,2,0,7,81,1,1,2,0,2,0,2,0,2,1,0,70,False,True,False
13,96,1,2,0,8,71,0,1,1,1,0,0,3,0,0,0,0,68,False,False,True
24,96,1,1,0,10,70,1,1,0,2,1,0,4,0,0,0,1,70,True,False,False
22,73,0,2,1,4,92,1,1,0,0,1,0,4,0,2,1,0,67,False,False,True
18,98,1,2,1,5,66,1,1,0,1,1,1,0,0,2,-1,0,69,True,False,False
15,61,2,0,1,9,82,1,1,2,1,2,0,2,0,2,0,0,64,False,False,True
15,75,2,1,0,5,94,0,0,1,0,1,0,3,1,0,1,1,62,True,False,False
23,96,1,1,0,7,81,1,1,1,0,1,1,2,0,2,1,0,71,False,False,True
27,71,2,1,1,6,75,1,1,2,1,2,1,4,0,0,-1,0,69,False,True,False
16,71,1,2,1,6,52,0,1,0,2,2,0,1,0,0,2,0,62,False,True,False
23,72,0,1,1,7,84,2,1,0,1,1,0,4,0,0,0,0,66,False,False,True
7,84,1,2,1,7,100,0,1,3,0,1,1,4,1,0,1,0,64,True,False,False
16,78,0,2,0,9,90,1,1,3,0,1,0,3,0,2,1,0,66,True,False,False
20,89,2,1,1,9,82,1,1,2,2,2,0,3,0,1,0,1,72,False,True,False
15,96,2,2,1,8,73,1,1,3,1,1,1,3,0,1,0,1,71,True,False,False
14,87,1,2,1,7,61,1,1,0,0,1,0,3,0,0,2,0,65,False,True,False
16,68,1,1,1,7,85,1,1,1,1,1,0,2,0,1,0,1,65,False,False,True
22,97,1,2,1,8,59,1,1,1,0,1,0,3,0,0,0,0,70,True,False,False
19,71,1,2,1,9,94,2,1,1,2,1,1,4,0,0,0,0,68,False,False,True
7,66,2,0,1,8,68,2,1,0,0,1,0,2,1,1,1,0,57,True,False,False
7,64,1,2,0,9,70,2,1,4,0,0,0,4,1,0,2,0,59,False,True,False
16,83,0,0,1,6,61,1,1,0,1,2,0,4,0,1,0,0,64,False,True,False
23,65,2,1,1,9,74,1,1,2,1,2,1,3,0,1,1,0,67,False,True,False
4,66,0,2,0,8,84,0,1,2,0,2,0,3,0,2,0,1,60,False,True,False
17,72,2,2,1,6,65,0,1,3,0,2,0,2,0,2,2,0,67,False,False,True
17,71,1,2,1,7,85,0,1,2,0,0,1,2,0,1,-1,1,65,True,False,False
28,84,1,1,1,7,81,1,1,1,1,2,0,3,0,1,0,0,71,True,False,False
18,93,0,1,1,7,69,1,1,0,0,1,0,2,0,1,0,0,67,False,True,False
22,90,1,1,1,7,66,0,1,0,0,1,0,1,0,2,0,0,69,False,False,True
21,70,2,1,1,5,93,2,1,1,0,1,0,3,0,1,0,0,68,False,True,False
7,70,1,1,1,6,51,1,1,0,2,1,1,1,0,0,1,1,59,False,True,False
25,99,2,2,0,7,86,0,0,3,1,1,0,3,0,1,0,1,75,False,False,True
21,60,1,1,1,6,71,0,1,0,1,0,0,4,1,0,2,0,59,True,False,False
23,95,2,1,0,6,86,0,1,0,1,2,0,3,0,0,1,1,71,False,True,False
44,68,2,0,0,9,75,0,1,3,1,2,1,2,0,0,1,1,71,True,False,False
7,98,1,1,0,7,54,2,1,0,1,2,1,2,0,0,0,1,66,False,True,False
30,74,1,0,0,10,99,1,1,1,2,1,1,2,0,0,1,0,69,False,False,True
18,78,2,1,1,7,54,0,0,4,0,2,0,4,1,1,1,1,65,False,True,False
22,88,1,1,1,9,58,0,1,3,0,1,1,2,0,1,1,0,68,True,False,False
20,84,2,0,0,7,71,1,1,5,0,2,1,2,0,0,2,1,68,False,False,True
17,73,1,1,1,6,97,2,1,1,1,2,0,3,0,0,0,0,67,False,False,True
17,82,2,1,1,7,65,1,1,1,1,1,0,5,0,0,0,0,68,False,False,True
22,89,0,1,1,9,78,1,1,0,1,1,0,3,0,-1,1,0,68,False,False,True
11,62,2,1,1,7,76,2,1,3,2,1,1,3,1,0,1,0,88,False,True,False
25,60,1,2,1,8,67,1,1,1,1,2,0,2,0,1,0,1,66,False,True,False
18,78,2,0,1,7,85,2,1,3,0,0,0,2,0,1,0,0,67,True,False,False
13,65,1,2,0,7,75,0,1,2,1,2,1,4,0,0,1,0,63,False,True,False
17,87,1,2,1,7,79,1,1,3,0,1,0,4,1,0,0,1,68,False,True,False
28,69,2,0,0,6,61,0,1,2,1,2,0,1,1,0,0,0,65,False,False,True
17,77,2,1,1,7,96,1,1,1,0,0,1,3,0,1,0,0,67,False,False,True
22,68,2,2,1,8,56,1,0,3,1,1,1,1,0,2,0,0,67,False,False,True
16,82,1,1,1,7,85,1,1,1,2,1,0,4,0,0,0,0,67,False,True,False
25,65,1,0,0,7,94,0,1,1,0,2,0,3,0,0,2,0,64,False,False,True
24,61,1,1,0,8,54,1,1,1,0,1,0,2,1,-1,1,0,61,False,True,False
31,62,1,1,1,7,51,1,1,2,1,1,0,1,0,1,2,1,65,False,True,False
19,98,0,2,1,7,67,2,1,1,1,1,1,4,0,0,1,1,70,True,False,False
24,66,1,2,0,8,89,1,1,0,1,2,0,2,0,1,0,0,67,False,False,True
21,88,2,0,0,7,86,1,1,1,0,1,1,2,0,0,1,0,68,False,False,True
28,63,1,1,1,7,91,1,1,1,0,1,1,1,0,0,2,0,65,False,False,True
16,64,2,1,1,8,70,0,1,3,2,2,1,3,0,0,2,1,63,True,False,False
24,80,1,2,0,7,100,1,1,1,2,2,0,3,0,2,1,0,72,False,True,False
19,79,2,1,1,7,68,1,1,2,2,2,0,1,0,1,0,1,68,True,False,False
20,98,1,2,1,7,90,1,1,2,1,1,0,4,0,-1,0,0,73,False,False,True
21,98,2,1,1,7,68,2,1,0,1,1,0,3,1,1,0,1,71,False,False,True
22,91,1,2,0,5,61,1,1,3,0,2,0,2,0,2,2,0,70,False,True,False
19,84,2,1,1,7,67,0,1,0,1,0,0,3,0,2,0,1,68,False,False,True
21,78,1,2,0,10,60,1,1,3,2,1,0,5,0,0,1,0,68,True,False,False
29,74,1,1,0,6,56,0,1,2,0,2,0,3,0,2,0,1,68,False,True,False
26,98,0,2,1,6,68,1,1,1,0,1,1,1,0,2,1,0,71,False,True,False
25,84,1,1,1,10,57,0,1,4,1,1,0,2,0,1,0,0,70,False,False,True
17,83,2,1,0,6,75,1,1,2,1,1,0,3,1,0,0,0,67,False,False,True
15,69,0,1,1,9,52,1,1,0,2,1,0,3,0,1,0,1,61,False,True,False
26,62,2,0,1,7,72,0,1,1,1,1,0,3,0,1,1,1,64,False,True,False
25,98,0,1,0,7,98,1,1,1,1,1,0,4,0,2,0,0,72,True,False,False
29,73,2,1,0,7,68,0,1,1,0,2,1,4,1,0,1,0,67,False,False,True
16,78,2,0,1,8,57,2,1,1,1,1,0,3,0,1,0,0,65,True,False,False
19,65,1,0,1,5,65,2,1,1,2,1,0,6,0,1,1,1,64,False,False,True
10,93,0,1,1,7,90,1,1,0,0,1,1,2,0,0,0,1,66,False,False,True
18,61,1,1,0,6,66,1,1,1,1,2,0,2,0,0,1,1,62,False,False,True
26,93,0,1,0,4,69,1,1,2,0,1,0,3,0,0,0,0,70,False,True,False
17,66,1,1,1,9,89,1,0,1,1,2,0,4,0,0,1,1,64,False,False,True
24,95,1,0,0,4,63,0,1,3,0,1,0,3,0,0,0,1,70,False,False,True
19,89,1,0,0,10,74,1,1,1,0,1,0,2,0,0,1,1,66,False,False,True
22,67,0,2,1,8,53,1,1,0,1,2,0,3,0,0,2,0,62,True,False,False
13,83,0,0,0,5,59,2,1,4,0,1,1,2,0,0,0,1,63,False,True,False
21,73,0,1,1,9,60,2,1,2,1,1,0,3,0,1,0,0,66,False,False,True
2,67,1,1,0,6,73,0,1,1,0,1,1,2,0,1,1,0,58,False,False,True
19,94,1,2,1,6,91,1,1,1,0,1,0,3,0,0,1,0,70,True,False,False
10,76,1,0,0,4,68,1,1,1,2,0,1,6,0,1,0,0,63,False,True,False
27,76,1,2,1,6,69,2,1,0,1,2,0,1,0,-1,0,0,70,False,True,False
25,67,2,1,1,6,65,1,1,1,0,1,0,3,0,0,0,0,65,True,False,False
23,75,1,0,1,8,66,1,1,5,1,0,0,3,0,0,0,0,67,False,True,False
29,95,2,1,0,9,70,1,0,1,0,1,1,2,0,2,0,1,73,False,False,True
14,75,1,1,1,5,95,1,1,0,1,1,0,3,0,1,1,0,82,False,False,True
30,98,0,1,0,7,51,2,1,0,0,1,0,2,0,0,0,0,71,False,False,True
26,98,1,1,1,4,81,0,1,1,0,1,0,4,0,2,0,0,73,False,False,True
19,66,1,2,0,7,94,0,1,1,2,1,0,4,0,0,1,1,65,False,False,True
27,67,2,1,1,10,71,1,1,1,0,2,0,3,0,0,0,1,67,False,True,False
13,95,1,1,1,4,83,0,0,1,0,2,0,4,0,1,1,0,67,False,True,False
15,76,2,2,1,5,79,1,1,4,1,1,0,4,0,2,1,1,69,False,True,False
16,60,1,2,1,8,67,0,1,0,0,1,0,3,0,0,0,0,61,False,True,False
17,71,1,0,0,8,57,1,1,3,1,2,1,4,0,0,0,1,64,False,False,True
14,84,0,2,0,6,61,0,1,1,2,1,0,2,0,1,2,0,64,False,False,True
27,92,0,1,1,9,53,0,1,2,0,1,0,2,0,1,2,0,68,True,False,False
18,65,1,0,0,6,88,1,1,1,1,1,1,1,1,1,0,0,62,False,False,True
22,64,1,1,1,10,77,2,1,5,1,1,0,3,1,0,0,0,66,False,True,False
17,97,2,0,1,8,89,1,1,1,0,1,0,4,0,1,0,0,70,False,True,False
9,90,2,1,1,9,65,0,1,3,1,1,0,3,0,0,0,1,67,False,False,True
22,84,1,1,1,8,90,1,1,2,1,1,0,2,0,1,0,1,70,False,False,True
9,91,1,1,0,8,65,2,1,0,1,1,0,4,0,0,1,0,65,False,False,True
20,77,0,1,0,8,56,1,1,1,1,2,0,4,0,1,1,0,65,False,False,True
12,90,1,2,1,9,77,1,1,3,1,1,0,3,0,2,0,0,70,False,False,True
32,75,2,1,1,7,97,2,1,1,1,1,1,3,0,1,1,0,72,False,True,False
25,70,1,1,0,6,71,0,1,0,0,1,0,2,0,1,0,1,65,False,True,False
21,89,2,2,1,7,76,1,1,1,1,1,0,2,0,0,0,0,71,False,False,True
28,77,2,2,1,6,73,0,1,3,1,2,1,3,0,1,0,1,71,True,False,False
15,99,1,2,1,6,73,2,1,1,2,2,0,5,0,2,0,0,72,True,False,False
23,74,0,0,0,9,61,0,1,0,1,0,0,4,0,2,0,0,64,False,False,True
21,97,1,1,0,8,71,2,1,2,2,2,0,1,0,1,1,0,72,False,True,False
22,97,0,1,0,8,75,1,1,1,1,1,1,4,0,2,0,0,71,False,False,True
28,70,1,1,1,9,87,0,1,0,0,1,0,3,0,0,1,0,66,False,True,False
24,92,2,0,0,8,57,1,1,3,1,1,1,3,0,1,0,1,71,False,False,True
22,77,1,1,1,10,79,2,1,2,1,0,0,2,0,0,0,0,67,False,True,False
10,97,2,2,0,4,83,0,1,1,0,2,0,2,0,2,0,0,69,False,True,False
14,78,2,1,1,6,69,2,1,0,1,1,0,5,0,1,1,1,67,False,False,True
19,90,2,1,1,6,77,1,1,0,2,1,0,4,0,2,0,0,71,False,True,False
21,79,1,0,0,5,86,0,1,1,2,-1,1,2,0,0,1,1,66,False,False,True
13,69,2,2,0,7,73,0,1,1,1,0,1,2,0,0,2,0,62,False,False,True
34,68,1,1,0,7,67,2,1,0,1,1,1,2,0,0,1,0,67,False,True,False
29,77,1,0,1,10,91,2,1,2,0,1,0,4,0,2,0,1,70,True,False,False
24,90,2,2,0,8,99,2,1,0,0,1,0,3,0,1,1,1,72,False,True,False
20,84,2,2,0,6,61,1,1,3,1,1,1,2,0,0,0,0,69,False,True,False
19,88,1,2,0,8,94,2,1,1,1,1,0,3,0,0,1,0,70,False,True,False
14,71,2,2,0,4,77,1,1,0,1,1,0,3,0,0,0,1,64,True,False,False
20,79,1,1,1,7,72,0,0,1,1,1,0,3,0,0,0,0,65,True,False,False
22,62,1,2,1,7,95,1,1,2,1,1,0,2,0,0,0,0,66,True,False,False
13,93,0,1,0,6,96,2,1,2,2,1,1,3,0,0,0,1,68,True,False,False
22,100,1,1,1,7,64,1,1,2,0,1,1,3,0,1,0,1,72,False,False,True
19,76,1,0,1,6,68,1,1,2,2,1,0,3,0,0,1,1,65,False,False,True
9,60,1,0,1,6,93,1,1,3,0,2,1,2,0,0,1,1,60,False,True,False
15,67,1,1,0,8,75,1,1,0,2,2,0,4,0,2,0,1,63,True,False,False
18,86,0,0,1,9,64,0,1,3,0,2,0,3,0,0,0,1,66,False,False,True
31,84,0,1,1,8,98,0,1,1,1,1,0,4,0,2,0,1,73,False,False,True
23,92,1,1,1,6,61,0,1,4,0,1,0,4,0,1,0,0,71,False,False,True
12,70,1,1,1,6,81,0,1,1,0,1,0,2,1,0,2,0,59,True,False,False
23,91,1,0,1,6,71,1,1,5,0,2,0,3,0,0,1,1,70,False,True,False
11,88,1,0,1,7,73,0,1,1,1,0,1,3,1,1,0,1,63,False,True,False
26,73,1,1,0,6,55,1,1,1,1,0,0,4,0,2,0,0,67,False,False,True
17,82,0,1,1,9,63,1,1,2,0,1,1,2,0,1,1,0,65,False,True,False
19,66,1,0,0,7,58,1,1,5,1,0,0,4,0,1,1,1,64,False,False,True
28,78,2,1,0,8,87,0,1,2,0,1,0,2,0,2,0,0,71,False,False,True
12,95,1,2,1,5,85,1,1,2,2,1,0,2,0,1,0,0,70,True,False,False
12,77,1,0,1,6,90,1,1,2,1,0,0,2,0,0,0,1,63,False,True,False
16,94,0,1,0,8,85,1,1,3,0,2,0,2,0,0,0,1,68,False,True,False
26,84,1,1,1,8,56,1,0,1,1,1,0,2,0,1,0,1,67,True,False,False
11,68,1,2,1,5,99,1,1,1,2,1,0,4,0,2,0,1,66,False,True,False
3,83,2,0,1,7,59,0,1,2,1,2,0,5,0,0,1,0,63,False,False,True
17,80,1,1,1,7,68,1,1,0,1,1,1,5,1,1,0,1,65,True,False,False
23,76,1,2,1,6,85,0,1,2,0,1,0,3,1,0,2,0,66,False,False,True
27,65,1,1,1,8,57,1,1,2,0,0,0,4,0,2,0,1,65,True,False,False
17,77,0,1,1,5,59,1,1,2,1,2,1,4,0,0,0,0,65,False,True,False
18,63,2,0,0,6,94,1,1,2,1,2,0,2,1,0,0,0,63,False,True,False
27,64,1,2,0,8,67,1,1,0,0,1,0,3,0,0,0,0,65,False,False,True
